"id","country_id:id","state_id:id","l10n_mx_edi_code","name","name@es_419"
"res_city_mx_jal_039","base.mx","base.state_mx_jal","039","Guadalajara","Guadalajara"
"res_city_mx_jal_040","base.mx","base.state_mx_jal","040","Hostotipaquillo","Hostotipaquillo"
"res_city_mx_jal_041","base.mx","base.state_mx_jal","041","Huejúcar","Huejúcar"
"res_city_mx_jal_042","base.mx","base.state_mx_jal","042","Huejuquilla el Alto","Huejuquilla el Alto"
"res_city_mx_jal_043","base.mx","base.state_mx_jal","043","La Huerta","La Huerta"
"res_city_mx_jal_044","base.mx","base.state_mx_jal","044","Ixtlahuacán de los Membrillos","Ixtlahuacán de los Membrillos"
"res_city_mx_jal_045","base.mx","base.state_mx_jal","045","Ixtlahuacán del Río","Ixtlahuacán del Río"
"res_city_mx_jal_046","base.mx","base.state_mx_jal","046","Jalostotitlán","Jalostotitlán"
"res_city_mx_jal_047","base.mx","base.state_mx_jal","047","Jamay","Jamay"
"res_city_mx_jal_048","base.mx","base.state_mx_jal","048","Jesús María","Jesús María"
"res_city_mx_jal_049","base.mx","base.state_mx_jal","049","Jilotlán de los Dolores","Jilotlán de los Dolores"
"res_city_mx_jal_050","base.mx","base.state_mx_jal","050","Jocotepec","Jocotepec"
"res_city_mx_jal_051","base.mx","base.state_mx_jal","051","Juanacatlán","Juanacatlán"
"res_city_mx_jal_052","base.mx","base.state_mx_jal","052","Juchitlán","Juchitlán"
"res_city_mx_jal_053","base.mx","base.state_mx_jal","053","Lagos de Moreno","Lagos de Moreno"
"res_city_mx_jal_054","base.mx","base.state_mx_jal","054","El Limón","El Limón"
"res_city_mx_jal_055","base.mx","base.state_mx_jal","055","Magdalena","Magdalena"
"res_city_mx_jal_056","base.mx","base.state_mx_jal","056","Santa María del Oro","Santa María del Oro"
"res_city_mx_jal_057","base.mx","base.state_mx_jal","057","La Manzanilla de la Paz","La Manzanilla de la Paz"
"res_city_mx_jal_058","base.mx","base.state_mx_jal","058","Mascota","Mascota"
"res_city_mx_jal_059","base.mx","base.state_mx_jal","059","Mazamitla","Mazamitla"
"res_city_mx_jal_060","base.mx","base.state_mx_jal","060","Mexticacán","Mexticacán"
"res_city_mx_jal_061","base.mx","base.state_mx_jal","061","Mezquitic","Mezquitic"
"res_city_mx_jal_062","base.mx","base.state_mx_jal","062","Mixtlán","Mixtlán"
"res_city_mx_jal_063","base.mx","base.state_mx_jal","063","Ocotlán","Ocotlán"
"res_city_mx_jal_064","base.mx","base.state_mx_jal","064","Ojuelos de Jalisco","Ojuelos de Jalisco"
"res_city_mx_jal_065","base.mx","base.state_mx_jal","065","Pihuamo","Pihuamo"
"res_city_mx_jal_066","base.mx","base.state_mx_jal","066","Poncitlán","Poncitlán"
"res_city_mx_jal_067","base.mx","base.state_mx_jal","067","Puerto Vallarta","Puerto Vallarta"
"res_city_mx_jal_068","base.mx","base.state_mx_jal","068","Villa Purificación","Villa Purificación"
"res_city_mx_jal_069","base.mx","base.state_mx_jal","069","Quitupan","Quitupan"
"res_city_mx_jal_070","base.mx","base.state_mx_jal","070","El Salto","El Salto"
"res_city_mx_jal_071","base.mx","base.state_mx_jal","071","San Cristóbal de la Barranca","San Cristóbal de la Barranca"
"res_city_mx_jal_072","base.mx","base.state_mx_jal","072","San Diego de Alejandría","San Diego de Alejandría"
"res_city_mx_jal_073","base.mx","base.state_mx_jal","073","San Juan de los Lagos","San Juan de los Lagos"
"res_city_mx_jal_074","base.mx","base.state_mx_jal","074","San Julián","San Julián"
"res_city_mx_jal_075","base.mx","base.state_mx_jal","075","San Marcos","San Marcos"
"res_city_mx_jal_076","base.mx","base.state_mx_jal","076","San Martín de Bolaños","San Martín de Bolaños"
"res_city_mx_jal_077","base.mx","base.state_mx_jal","077","San Martín Hidalgo","San Martín Hidalgo"
"res_city_mx_jal_078","base.mx","base.state_mx_jal","078","San Miguel el Alto","San Miguel el Alto"
"res_city_mx_jal_079","base.mx","base.state_mx_jal","079","Gómez Farías","Gómez Farías"
"res_city_mx_jal_080","base.mx","base.state_mx_jal","080","San Sebastián del Oeste","San Sebastián del Oeste"
"res_city_mx_jal_081","base.mx","base.state_mx_jal","081","Santa María de los Ángeles","Santa María de los Ángeles"
"res_city_mx_jal_082","base.mx","base.state_mx_jal","082","Sayula","Sayula"
"res_city_mx_jal_083","base.mx","base.state_mx_jal","083","Tala","Tala"
"res_city_mx_jal_084","base.mx","base.state_mx_jal","084","Talpa de Allende","Talpa de Allende"
"res_city_mx_jal_085","base.mx","base.state_mx_jal","085","Tamazula de Gordiano","Tamazula de Gordiano"
"res_city_mx_jal_086","base.mx","base.state_mx_jal","086","Tapalpa","Tapalpa"
"res_city_mx_jal_087","base.mx","base.state_mx_jal","087","Tecalitlán","Tecalitlán"
"res_city_mx_jal_088","base.mx","base.state_mx_jal","088","Tecolotlán","Tecolotlán"
"res_city_mx_jal_089","base.mx","base.state_mx_jal","089","Techaluta de Montenegro","Techaluta de Montenegro"
"res_city_mx_jal_090","base.mx","base.state_mx_jal","090","Tenamaxtlán","Tenamaxtlán"
"res_city_mx_jal_091","base.mx","base.state_mx_jal","091","Teocaltiche","Teocaltiche"
"res_city_mx_jal_092","base.mx","base.state_mx_jal","092","Teocuitatlán de Corona","Teocuitatlán de Corona"
"res_city_mx_jal_093","base.mx","base.state_mx_jal","093","Tepatitlán de Morelos","Tepatitlán de Morelos"
"res_city_mx_jal_094","base.mx","base.state_mx_jal","094","Tequila","Tequila"
"res_city_mx_jal_095","base.mx","base.state_mx_jal","095","Teuchitlán","Teuchitlán"
"res_city_mx_jal_096","base.mx","base.state_mx_jal","096","Tizapán el Alto","Tizapán el Alto"
"res_city_mx_jal_097","base.mx","base.state_mx_jal","097","Tlajomulco de Zúñiga","Tlajomulco de Zúñiga"
"res_city_mx_jal_098","base.mx","base.state_mx_jal","098","San Pedro Tlaquepaque","San Pedro Tlaquepaque"
"res_city_mx_jal_099","base.mx","base.state_mx_jal","099","Tolimán","Tolimán"
"res_city_mx_jal_100","base.mx","base.state_mx_jal","100","Tomatlán","Tomatlán"
"res_city_mx_jal_101","base.mx","base.state_mx_jal","101","Tonalá","Tonalá"
"res_city_mx_jal_102","base.mx","base.state_mx_jal","102","Tonaya","Tonaya"
"res_city_mx_jal_103","base.mx","base.state_mx_jal","103","Tonila","Tonila"
"res_city_mx_jal_104","base.mx","base.state_mx_jal","104","Totatiche","Totatiche"
"res_city_mx_jal_105","base.mx","base.state_mx_jal","105","Tototlán","Tototlán"
"res_city_mx_jal_106","base.mx","base.state_mx_jal","106","Tuxcacuesco","Tuxcacuesco"
"res_city_mx_jal_107","base.mx","base.state_mx_jal","107","Tuxcueca","Tuxcueca"
"res_city_mx_jal_108","base.mx","base.state_mx_jal","108","Tuxpan","Tuxpan"
"res_city_mx_jal_109","base.mx","base.state_mx_jal","109","Unión de San Antonio","Unión de San Antonio"
"res_city_mx_jal_110","base.mx","base.state_mx_jal","110","Unión de Tula","Unión de Tula"
"res_city_mx_jal_111","base.mx","base.state_mx_jal","111","Valle de Guadalupe","Valle de Guadalupe"
"res_city_mx_jal_112","base.mx","base.state_mx_jal","112","Valle de Juárez","Valle de Juárez"
"res_city_mx_jal_113","base.mx","base.state_mx_jal","113","San Gabriel","San Gabriel"
"res_city_mx_jal_114","base.mx","base.state_mx_jal","114","Villa Corona","Villa Corona"
"res_city_mx_jal_115","base.mx","base.state_mx_jal","115","Villa Guerrero","Villa Guerrero"
"res_city_mx_jal_116","base.mx","base.state_mx_jal","116","Villa Hidalgo","Villa Hidalgo"
"res_city_mx_jal_117","base.mx","base.state_mx_jal","117","Cañadas de Obregón","Cañadas de Obregón"
"res_city_mx_jal_118","base.mx","base.state_mx_jal","118","Yahualica de González Gallo","Yahualica de González Gallo"
"res_city_mx_jal_119","base.mx","base.state_mx_jal","119","Zacoalco de Torres","Zacoalco de Torres"
"res_city_mx_jal_120","base.mx","base.state_mx_jal","120","Zapopan","Zapopan"
"res_city_mx_jal_121","base.mx","base.state_mx_jal","121","Zapotiltic","Zapotiltic"
"res_city_mx_jal_122","base.mx","base.state_mx_jal","122","Zapotitlán de Vadillo","Zapotitlán de Vadillo"
"res_city_mx_jal_123","base.mx","base.state_mx_jal","123","Zapotlán del Rey","Zapotlán del Rey"
"res_city_mx_jal_124","base.mx","base.state_mx_jal","124","Zapotlanejo","Zapotlanejo"
"res_city_mx_jal_125","base.mx","base.state_mx_jal","125","San Ignacio Cerro Gordo","San Ignacio Cerro Gordo"
"res_city_mx_mex_001","base.mx","base.state_mx_mex","001","Acambay de Ruíz Castañeda","Acambay de Ruíz Castañeda"
"res_city_mx_mex_002","base.mx","base.state_mx_mex","002","Acolman","Acolman"
"res_city_mx_mex_003","base.mx","base.state_mx_mex","003","Aculco","Aculco"
"res_city_mx_mex_004","base.mx","base.state_mx_mex","004","Almoloya de Alquisiras","Almoloya de Alquisiras"
"res_city_mx_mex_005","base.mx","base.state_mx_mex","005","Almoloya de Juárez","Almoloya de Juárez"
"res_city_mx_mex_006","base.mx","base.state_mx_mex","006","Almoloya del Río","Almoloya del Río"
"res_city_mx_mex_007","base.mx","base.state_mx_mex","007","Amanalco","Amanalco"
"res_city_mx_mex_008","base.mx","base.state_mx_mex","008","Amatepec","Amatepec"
"res_city_mx_mex_009","base.mx","base.state_mx_mex","009","Amecameca","Amecameca"
"res_city_mx_mex_010","base.mx","base.state_mx_mex","010","Apaxco","Apaxco"
"res_city_mx_mex_011","base.mx","base.state_mx_mex","011","Atenco","Atenco"
"res_city_mx_mex_012","base.mx","base.state_mx_mex","012","Atizapán","Atizapán"
"res_city_mx_mex_013","base.mx","base.state_mx_mex","013","Atizapán de Zaragoza","Atizapán de Zaragoza"
"res_city_mx_mex_014","base.mx","base.state_mx_mex","014","Atlacomulco","Atlacomulco"
"res_city_mx_mex_015","base.mx","base.state_mx_mex","015","Atlautla","Atlautla"
"res_city_mx_mex_016","base.mx","base.state_mx_mex","016","Axapusco","Axapusco"
"res_city_mx_mex_017","base.mx","base.state_mx_mex","017","Ayapango","Ayapango"
"res_city_mx_mex_018","base.mx","base.state_mx_mex","018","Calimaya","Calimaya"
"res_city_mx_mex_019","base.mx","base.state_mx_mex","019","Capulhuac","Capulhuac"
"res_city_mx_mex_020","base.mx","base.state_mx_mex","020","Coacalco de Berriozábal","Coacalco de Berriozábal"
"res_city_mx_mex_021","base.mx","base.state_mx_mex","021","Coatepec Harinas","Coatepec Harinas"
"res_city_mx_mex_022","base.mx","base.state_mx_mex","022","Cocotitlán","Cocotitlán"
"res_city_mx_mex_023","base.mx","base.state_mx_mex","023","Coyotepec","Coyotepec"
"res_city_mx_mex_024","base.mx","base.state_mx_mex","024","Cuautitlán","Cuautitlán"
"res_city_mx_mex_025","base.mx","base.state_mx_mex","025","Chalco","Chalco"
"res_city_mx_mex_026","base.mx","base.state_mx_mex","026","Chapa de Mota","Chapa de Mota"
"res_city_mx_mex_027","base.mx","base.state_mx_mex","027","Chapultepec","Chapultepec"
"res_city_mx_mex_028","base.mx","base.state_mx_mex","028","Chiautla","Chiautla"
"res_city_mx_mex_029","base.mx","base.state_mx_mex","029","Chicoloapan","Chicoloapan"
"res_city_mx_mex_030","base.mx","base.state_mx_mex","030","Chiconcuac","Chiconcuac"
"res_city_mx_mex_031","base.mx","base.state_mx_mex","031","Chimalhuacán","Chimalhuacán"
"res_city_mx_mex_032","base.mx","base.state_mx_mex","032","Donato Guerra","Donato Guerra"
"res_city_mx_mex_033","base.mx","base.state_mx_mex","033","Ecatepec de Morelos","Ecatepec de Morelos"
"res_city_mx_mex_034","base.mx","base.state_mx_mex","034","Ecatzingo","Ecatzingo"
"res_city_mx_mex_035","base.mx","base.state_mx_mex","035","Huehuetoca","Huehuetoca"
"res_city_mx_mex_036","base.mx","base.state_mx_mex","036","Hueypoxtla","Hueypoxtla"
"res_city_mx_mex_037","base.mx","base.state_mx_mex","037","Huixquilucan","Huixquilucan"
"res_city_mx_mex_038","base.mx","base.state_mx_mex","038","Isidro Fabela","Isidro Fabela"
"res_city_mx_mex_039","base.mx","base.state_mx_mex","039","Ixtapaluca","Ixtapaluca"
"res_city_mx_mex_040","base.mx","base.state_mx_mex","040","Ixtapan de la Sal","Ixtapan de la Sal"
"res_city_mx_mex_041","base.mx","base.state_mx_mex","041","Ixtapan del Oro","Ixtapan del Oro"
"res_city_mx_mex_042","base.mx","base.state_mx_mex","042","Ixtlahuaca","Ixtlahuaca"
"res_city_mx_mex_043","base.mx","base.state_mx_mex","043","Xalatlaco","Xalatlaco"
"res_city_mx_mex_044","base.mx","base.state_mx_mex","044","Jaltenco","Jaltenco"
"res_city_mx_mex_045","base.mx","base.state_mx_mex","045","Jilotepec","Jilotepec"
"res_city_mx_mex_046","base.mx","base.state_mx_mex","046","Jilotzingo","Jilotzingo"
"res_city_mx_mex_047","base.mx","base.state_mx_mex","047","Jiquipilco","Jiquipilco"
"res_city_mx_mex_048","base.mx","base.state_mx_mex","048","Jocotitlán","Jocotitlán"
"res_city_mx_mex_049","base.mx","base.state_mx_mex","049","Joquicingo","Joquicingo"
"res_city_mx_mex_050","base.mx","base.state_mx_mex","050","Juchitepec","Juchitepec"
"res_city_mx_mex_051","base.mx","base.state_mx_mex","051","Lerma","Lerma"
"res_city_mx_mex_052","base.mx","base.state_mx_mex","052","Malinalco","Malinalco"
"res_city_mx_mex_053","base.mx","base.state_mx_mex","053","Melchor Ocampo","Melchor Ocampo"
"res_city_mx_mex_054","base.mx","base.state_mx_mex","054","Metepec","Metepec"
"res_city_mx_mex_055","base.mx","base.state_mx_mex","055","Mexicaltzingo","Mexicaltzingo"
"res_city_mx_mex_056","base.mx","base.state_mx_mex","056","Morelos","Morelos"
"res_city_mx_mex_057","base.mx","base.state_mx_mex","057","Naucalpan de Juárez","Naucalpan de Juárez"
"res_city_mx_mex_058","base.mx","base.state_mx_mex","058","Nezahualcóyotl","Nezahualcóyotl"
"res_city_mx_mex_059","base.mx","base.state_mx_mex","059","Nextlalpan","Nextlalpan"
"res_city_mx_mex_060","base.mx","base.state_mx_mex","060","Nicolás Romero","Nicolás Romero"
"res_city_mx_mex_061","base.mx","base.state_mx_mex","061","Nopaltepec","Nopaltepec"
"res_city_mx_mex_062","base.mx","base.state_mx_mex","062","Ocoyoacac","Ocoyoacac"
"res_city_mx_mex_063","base.mx","base.state_mx_mex","063","Ocuilan","Ocuilan"
"res_city_mx_mex_064","base.mx","base.state_mx_mex","064","El Oro","El Oro"
"res_city_mx_mex_065","base.mx","base.state_mx_mex","065","Otumba","Otumba"
"res_city_mx_mex_066","base.mx","base.state_mx_mex","066","Otzoloapan","Otzoloapan"
"res_city_mx_mex_067","base.mx","base.state_mx_mex","067","Otzolotepec","Otzolotepec"
"res_city_mx_mex_068","base.mx","base.state_mx_mex","068","Ozumba","Ozumba"
"res_city_mx_mex_069","base.mx","base.state_mx_mex","069","Papalotla","Papalotla"
"res_city_mx_mex_070","base.mx","base.state_mx_mex","070","La Paz","La Paz"
"res_city_mx_mex_071","base.mx","base.state_mx_mex","071","Polotitlán","Polotitlán"
"res_city_mx_mex_072","base.mx","base.state_mx_mex","072","Rayón","Rayón"
"res_city_mx_mex_073","base.mx","base.state_mx_mex","073","San Antonio la Isla","San Antonio la Isla"
"res_city_mx_mex_074","base.mx","base.state_mx_mex","074","San Felipe del Progreso","San Felipe del Progreso"
"res_city_mx_mex_075","base.mx","base.state_mx_mex","075","San Martín de las Pirámides","San Martín de las Pirámides"
"res_city_mx_mex_076","base.mx","base.state_mx_mex","076","San Mateo Atenco","San Mateo Atenco"
"res_city_mx_mex_077","base.mx","base.state_mx_mex","077","San Simón de Guerrero","San Simón de Guerrero"
"res_city_mx_mex_078","base.mx","base.state_mx_mex","078","Santo Tomás","Santo Tomás"
"res_city_mx_mex_079","base.mx","base.state_mx_mex","079","Soyaniquilpan de Juárez","Soyaniquilpan de Juárez"
"res_city_mx_mex_080","base.mx","base.state_mx_mex","080","Sultepec","Sultepec"
"res_city_mx_mex_081","base.mx","base.state_mx_mex","081","Tecámac","Tecámac"
"res_city_mx_mex_082","base.mx","base.state_mx_mex","082","Tejupilco","Tejupilco"
"res_city_mx_mex_083","base.mx","base.state_mx_mex","083","Temamatla","Temamatla"
"res_city_mx_mex_084","base.mx","base.state_mx_mex","084","Temascalapa","Temascalapa"
"res_city_mx_mex_085","base.mx","base.state_mx_mex","085","Temascalcingo","Temascalcingo"
"res_city_mx_mex_086","base.mx","base.state_mx_mex","086","Temascaltepec","Temascaltepec"
"res_city_mx_mex_087","base.mx","base.state_mx_mex","087","Temoaya","Temoaya"
"res_city_mx_mex_088","base.mx","base.state_mx_mex","088","Tenancingo","Tenancingo"
"res_city_mx_mex_089","base.mx","base.state_mx_mex","089","Tenango del Aire","Tenango del Aire"
"res_city_mx_mex_090","base.mx","base.state_mx_mex","090","Tenango del Valle","Tenango del Valle"
"res_city_mx_mex_091","base.mx","base.state_mx_mex","091","Teoloyucan","Teoloyucan"
"res_city_mx_mex_092","base.mx","base.state_mx_mex","092","Teotihuacán","Teotihuacán"
"res_city_mx_mex_093","base.mx","base.state_mx_mex","093","Tepetlaoxtoc","Tepetlaoxtoc"
"res_city_mx_mex_094","base.mx","base.state_mx_mex","094","Tepetlixpa","Tepetlixpa"
"res_city_mx_mex_095","base.mx","base.state_mx_mex","095","Tepotzotlán","Tepotzotlán"
"res_city_mx_mex_096","base.mx","base.state_mx_mex","096","Tequixquiac","Tequixquiac"
"res_city_mx_mex_097","base.mx","base.state_mx_mex","097","Texcaltitlán","Texcaltitlán"
"res_city_mx_mex_098","base.mx","base.state_mx_mex","098","Texcalyacac","Texcalyacac"
"res_city_mx_mex_099","base.mx","base.state_mx_mex","099","Texcoco","Texcoco"
"res_city_mx_mex_100","base.mx","base.state_mx_mex","100","Tezoyuca","Tezoyuca"
"res_city_mx_mex_101","base.mx","base.state_mx_mex","101","Tianguistenco","Tianguistenco"
"res_city_mx_mex_102","base.mx","base.state_mx_mex","102","Timilpan","Timilpan"
"res_city_mx_mex_103","base.mx","base.state_mx_mex","103","Tlalmanalco","Tlalmanalco"
"res_city_mx_mex_104","base.mx","base.state_mx_mex","104","Tlalnepantla de Baz","Tlalnepantla de Baz"
"res_city_mx_mex_105","base.mx","base.state_mx_mex","105","Tlatlaya","Tlatlaya"
"res_city_mx_mex_106","base.mx","base.state_mx_mex","106","Toluca","Toluca"
"res_city_mx_mex_107","base.mx","base.state_mx_mex","107","Tonatico","Tonatico"
"res_city_mx_mex_108","base.mx","base.state_mx_mex","108","Tultepec","Tultepec"
"res_city_mx_mex_109","base.mx","base.state_mx_mex","109","Tultitlán","Tultitlán"
"res_city_mx_mex_110","base.mx","base.state_mx_mex","110","Valle de Bravo","Valle de Bravo"
"res_city_mx_mex_111","base.mx","base.state_mx_mex","111","Villa de Allende","Villa de Allende"
"res_city_mx_mex_112","base.mx","base.state_mx_mex","112","Villa del Carbón","Villa del Carbón"
"res_city_mx_mex_113","base.mx","base.state_mx_mex","113","Villa Guerrero","Villa Guerrero"
"res_city_mx_mex_114","base.mx","base.state_mx_mex","114","Villa Victoria","Villa Victoria"
"res_city_mx_mex_115","base.mx","base.state_mx_mex","115","Xonacatlán","Xonacatlán"
"res_city_mx_mex_116","base.mx","base.state_mx_mex","116","Zacazonapan","Zacazonapan"
"res_city_mx_mex_117","base.mx","base.state_mx_mex","117","Zacualpan","Zacualpan"
"res_city_mx_mex_118","base.mx","base.state_mx_mex","118","Zinacantepec","Zinacantepec"
"res_city_mx_mex_119","base.mx","base.state_mx_mex","119","Zumpahuacán","Zumpahuacán"
"res_city_mx_mex_120","base.mx","base.state_mx_mex","120","Zumpango","Zumpango"
"res_city_mx_mex_121","base.mx","base.state_mx_mex","121","Cuautitlán Izcalli","Cuautitlán Izcalli"
"res_city_mx_mex_122","base.mx","base.state_mx_mex","122","Valle de Chalco Solidaridad","Valle de Chalco Solidaridad"
"res_city_mx_mex_123","base.mx","base.state_mx_mex","123","Luvianos","Luvianos"
"res_city_mx_mex_124","base.mx","base.state_mx_mex","124","San José del Rincón","San José del Rincón"
"res_city_mx_mex_125","base.mx","base.state_mx_mex","125","Tonanitla","Tonanitla"
"res_city_mx_mic_001","base.mx","base.state_mx_mich","001","Acuitzio","Acuitzio"
"res_city_mx_mic_002","base.mx","base.state_mx_mich","002","Aguililla","Aguililla"
"res_city_mx_mic_003","base.mx","base.state_mx_mich","003","Álvaro Obregón","Álvaro Obregón"
"res_city_mx_mic_004","base.mx","base.state_mx_mich","004","Angamacutiro","Angamacutiro"
"res_city_mx_mic_005","base.mx","base.state_mx_mich","005","Angangueo","Angangueo"
"res_city_mx_mic_006","base.mx","base.state_mx_mich","006","Apatzingán","Apatzingán"
"res_city_mx_mic_007","base.mx","base.state_mx_mich","007","Aporo","Aporo"
"res_city_mx_mic_008","base.mx","base.state_mx_mich","008","Aquila","Aquila"
"res_city_mx_mic_009","base.mx","base.state_mx_mich","009","Ario","Ario"
"res_city_mx_mic_010","base.mx","base.state_mx_mich","010","Arteaga","Arteaga"
"res_city_mx_mic_011","base.mx","base.state_mx_mich","011","Briseñas","Briseñas"
"res_city_mx_mic_012","base.mx","base.state_mx_mich","012","Buenavista","Buenavista"
"res_city_mx_mic_013","base.mx","base.state_mx_mich","013","Carácuaro","Carácuaro"
"res_city_mx_mic_014","base.mx","base.state_mx_mich","014","Coahuayana","Coahuayana"
"res_city_mx_mic_015","base.mx","base.state_mx_mich","015","Coalcomán de Vázquez Pallares","Coalcomán de Vázquez Pallares"
"res_city_mx_mic_016","base.mx","base.state_mx_mich","016","Coeneo","Coeneo"
"res_city_mx_mic_017","base.mx","base.state_mx_mich","017","Contepec","Contepec"
"res_city_mx_mic_018","base.mx","base.state_mx_mich","018","Copándaro","Copándaro"
"res_city_mx_mic_019","base.mx","base.state_mx_mich","019","Cotija","Cotija"
"res_city_mx_mic_020","base.mx","base.state_mx_mich","020","Cuitzeo","Cuitzeo"
"res_city_mx_mic_021","base.mx","base.state_mx_mich","021","Charapan","Charapan"
"res_city_mx_mic_022","base.mx","base.state_mx_mich","022","Charo","Charo"
"res_city_mx_mic_023","base.mx","base.state_mx_mich","023","Chavinda","Chavinda"
"res_city_mx_mic_024","base.mx","base.state_mx_mich","024","Cherán","Cherán"
"res_city_mx_mic_025","base.mx","base.state_mx_mich","025","Chilchota","Chilchota"
"res_city_mx_mic_026","base.mx","base.state_mx_mich","026","Chinicuila",""
"res_city_mx_mic_027","base.mx","base.state_mx_mich","027","Chucándiro","Chucándiro"
"res_city_mx_mic_028","base.mx","base.state_mx_mich","028","Churintzio","Churintzio"
"res_city_mx_mic_029","base.mx","base.state_mx_mich","029","Churumuco","Churumuco"
"res_city_mx_mic_030","base.mx","base.state_mx_mich","030","Ecuandureo","Ecuandureo"
"res_city_mx_mic_031","base.mx","base.state_mx_mich","031","Epitacio Huerta","Epitacio Huerta"
"res_city_mx_mic_032","base.mx","base.state_mx_mich","032","Erongarícuaro","Erongarícuaro"
"res_city_mx_mic_033","base.mx","base.state_mx_mich","033","Gabriel Zamora","Gabriel Zamora"
"res_city_mx_mic_034","base.mx","base.state_mx_mich","034","Hidalgo","Hidalgo"
"res_city_mx_mic_035","base.mx","base.state_mx_mich","035","La Huacana","La Huacana"
"res_city_mx_mic_036","base.mx","base.state_mx_mich","036","Huandacareo","Huandacareo"
"res_city_mx_mic_037","base.mx","base.state_mx_mich","037","Huaniqueo","Huaniqueo"
"res_city_mx_mic_038","base.mx","base.state_mx_mich","038","Huetamo","Huetamo"
"res_city_mx_mic_039","base.mx","base.state_mx_mich","039","Huiramba","Huiramba"
"res_city_mx_mic_040","base.mx","base.state_mx_mich","040","Indaparapeo","Indaparapeo"
"res_city_mx_mic_041","base.mx","base.state_mx_mich","041","Irimbo","Irimbo"
"res_city_mx_mic_042","base.mx","base.state_mx_mich","042","Ixtlán","Ixtlán"
"res_city_mx_mic_043","base.mx","base.state_mx_mich","043","Jacona","Jacona"
"res_city_mx_mic_044","base.mx","base.state_mx_mich","044","Jiménez","Jiménez"
"res_city_mx_mic_045","base.mx","base.state_mx_mich","045","Jiquilpan","Jiquilpan"
"res_city_mx_mic_046","base.mx","base.state_mx_mich","046","Juárez","Juárez"
"res_city_mx_mic_047","base.mx","base.state_mx_mich","047","Jungapeo","Jungapeo"
"res_city_mx_mic_048","base.mx","base.state_mx_mich","048","Lagunillas","Lagunillas"
"res_city_mx_mic_049","base.mx","base.state_mx_mich","049","Madero","Madero"
"res_city_mx_mic_050","base.mx","base.state_mx_mich","050","Maravatío","Maravatío"
"res_city_mx_mic_051","base.mx","base.state_mx_mich","051","Marcos Castellanos","Marcos Castellanos"
"res_city_mx_mic_052","base.mx","base.state_mx_mich","052","Lázaro Cárdenas","Lázaro Cárdenas"
"res_city_mx_mic_053","base.mx","base.state_mx_mich","053","Morelia","Morelia"
"res_city_mx_mic_054","base.mx","base.state_mx_mich","054","Morelos","Morelos"
"res_city_mx_mic_055","base.mx","base.state_mx_mich","055","Múgica","Múgica"
"res_city_mx_mic_056","base.mx","base.state_mx_mich","056","Nahuatzen","Nahuatzen"
"res_city_mx_mic_057","base.mx","base.state_mx_mich","057","Nocupétaro","Nocupétaro"
"res_city_mx_mic_058","base.mx","base.state_mx_mich","058","Nuevo Parangaricutiro","Nuevo Parangaricutiro"
"res_city_mx_mic_059","base.mx","base.state_mx_mich","059","Nuevo Urecho","Nuevo Urecho"
"res_city_mx_mic_060","base.mx","base.state_mx_mich","060","Numarán","Numarán"
"res_city_mx_mic_061","base.mx","base.state_mx_mich","061","Ocampo","Ocampo"
"res_city_mx_mic_062","base.mx","base.state_mx_mich","062","Pajacuarán","Pajacuarán"
"res_city_mx_mic_063","base.mx","base.state_mx_mich","063","Panindícuaro","Panindícuaro"
"res_city_mx_mic_064","base.mx","base.state_mx_mich","064","Parácuaro","Parácuaro"
"res_city_mx_mic_065","base.mx","base.state_mx_mich","065","Paracho","Paracho"
"res_city_mx_mic_066","base.mx","base.state_mx_mich","066","Pátzcuaro","Pátzcuaro"
"res_city_mx_mic_067","base.mx","base.state_mx_mich","067","Penjamillo","Penjamillo"
"res_city_mx_mic_068","base.mx","base.state_mx_mich","068","Peribán","Peribán"
"res_city_mx_mic_069","base.mx","base.state_mx_mich","069","La Piedad","La Piedad"
"res_city_mx_mic_070","base.mx","base.state_mx_mich","070","Purépero","Purépero"
"res_city_mx_mic_071","base.mx","base.state_mx_mich","071","Puruándiro","Puruándiro"
"res_city_mx_mic_072","base.mx","base.state_mx_mich","072","Queréndaro","Queréndaro"
"res_city_mx_mic_073","base.mx","base.state_mx_mich","073","Quiroga","Quiroga"
"res_city_mx_mic_074","base.mx","base.state_mx_mich","074","Cojumatlán de Régules","Cojumatlán de Régules"
"res_city_mx_mic_075","base.mx","base.state_mx_mich","075","Los Reyes","Los Reyes"
"res_city_mx_mic_076","base.mx","base.state_mx_mich","076","Sahuayo","Sahuayo"
"res_city_mx_mic_077","base.mx","base.state_mx_mich","077","San Lucas","San Lucas"
"res_city_mx_mic_078","base.mx","base.state_mx_mich","078","Santa Ana Maya","Santa Ana Maya"
"res_city_mx_mic_079","base.mx","base.state_mx_mich","079","Salvador Escalante","Salvador Escalante"
"res_city_mx_mic_080","base.mx","base.state_mx_mich","080","Senguio","Senguio"
"res_city_mx_mic_081","base.mx","base.state_mx_mich","081","Susupuato","Susupuato"
"res_city_mx_mic_082","base.mx","base.state_mx_mich","082","Tacámbaro","Tacámbaro"
"res_city_mx_mic_083","base.mx","base.state_mx_mich","083","Tancítaro","Tancítaro"
"res_city_mx_mic_084","base.mx","base.state_mx_mich","084","Tangamandapio","Tangamandapio"
